Dates,SP1 Index,GX1 Index,Z1 Index,NK1 Index,SP1 Index_position,GX1 Index_position,Z1 Index_position,NK1 Index_position,Risk_Index,SP1 Index_returns,GX1 Index_returns,Z1 Index_returns,NK1 Index_returns,SP1 Index_strat,GX1 Index_strat,Z1 Index_strat,NK1 Index_strat,Total
1991-03-21,369.65,945.34351,4519.455,197.114,0.0,0.0,0.0,0.0,1.8603010136480753,-0.004711900915455036,0.013877839789063096,0.0366797200076705,0.0,-0.0,0.0,0.0,0.0,0.0
1991-03-22,371.2,935.84676,4440.44,199.92711,0.0,0.0,0.0,0.0,1.9494866528330452,0.004193155687812755,-0.010045819217609053,-0.01748330274336185,0.014271487565571173,0.0,-0.0,-0.0,0.0,0.0
1991-03-25,372.85,917.1155,4309.335,197.57278,0.0,0.0,0.0,0.0,2.1503235316871634,0.004445043103448398,-0.02001530677949881,-0.02952522722973394,-0.011775941741967832,0.0,-0.0,-0.0,-0.0,0.0
1991-03-26,379.7,898.49068,4330.0125,195.15721,0.0,0.0,0.0,0.0,1.9343934191574805,0.018371999463591138,-0.020308041898757567,0.004798304146695465,-0.012226228734545375,0.0,-0.0,0.0,-0.0,0.0
1991-03-27,378.55,901.0435,4350.7,191.80446,0.0,0.0,0.0,0.0,2.044485793621147,-0.0030287068738477085,0.0028412314749886036,0.004777699833430127,-0.0171797393496248,-0.0,0.0,0.0,-0.0,0.0
1991-03-28,376.25,907.3857,4359.464,189.23513,0.0,0.0,0.0,0.0,2.0482570524103605,-0.006075815612204494,0.007038727874958406,0.0020143884892087627,-0.0133955696337823,-0.0,0.0,0.0,-0.0,0.0
1991-03-29,376.25,907.3857,4359.464,188.47795,0.0,0.0,0.0,0.0,1.9137117634070815,0.0,0.0,0.0,-0.004001265515552022,0.0,0.0,0.0,-0.0,0.0
1991-04-01,373.6,907.3857,4359.464,188.08845,0.0,0.0,0.0,0.0,2.065231489756884,-0.007043189368770686,0.0,0.0,-0.0020665547349172364,-0.0,0.0,0.0,-0.0,0.0
1991-04-02,382.05,926.97466,4531.626,193.4201,0.0,0.0,0.0,0.0,1.4882556286517754,0.022617773019271814,0.021588349915587113,0.039491552172469024,0.02834650399851779,0.0,0.0,0.0,0.0,0.0
1991-04-03,380.65,963.72902,4545.67077,198.10771,0.0,0.0,0.0,0.0,1.7466866638106815,-0.003664441826986109,0.03964980013585273,0.003099278272302053,0.024235381948411794,-0.0,0.0,0.0,0.0,0.0
1991-04-04,382.0,954.05405,4587.732,199.38222,0.0,0.0,0.0,0.0,1.8371518991411249,0.0035465650860371234,-0.010039097919869677,0.009253030438893806,0.006433419476707947,0.0,-0.0,0.0,0.0,0.0
1991-04-05,377.4,958.06068,4593.62377,199.41563,0.0,0.0,0.0,0.0,2.0531142648138845,-0.012041884816753945,0.0041995838705366495,0.0012842445897014443,0.0001675675995582715,-0.0,0.0,0.0,0.0,0.0
1991-04-08,381.1,949.0823,4535.56773,196.72131,0.0,0.0,0.0,0.0,2.0367180764986847,0.009803921568627638,-0.0093714105874797,-0.012638396809758867,-0.013511077341329836,0.0,-0.0,-0.0,-0.0,0.0
1991-04-09,375.6,955.46365,4581.378,198.74167,0.0,0.0,0.0,0.0,1.9102649283675222,-0.014431907635791164,0.006723705625950371,0.010100228400734323,0.01027016341035969,-0.0,0.0,0.0,0.0,0.0
1991-04-10,375.8,944.12676,4550.112,196.69967,0.0,0.0,0.0,0.0,2.119650914093727,0.0005324813631522041,-0.011865328419349064,-0.006824584218983798,-0.010274644466859884,0.0,-0.0,-0.0,-0.0,0.0
