Dates,SP1 Index,GX1 Index,Z1 Index,NK1 Index,SP1 Index_position,GX1 Index_position,Z1 Index_position,NK1 Index_position,Risk_Index,SP1 Index_returns,GX1 Index_returns,Z1 Index_returns,NK1 Index_returns,SP1 Index_strat,GX1 Index_strat,Z1 Index_strat,NK1 Index_strat,Total
2003-05-14,940.3,3374.481,6454.1792,71.13909,0.0,0.0,0.0,0.0,1.7616595162598407,-0.0026516758591429435,0.007656440401705655,0.0028856167990951587,0.009015442786007632,-0.0,0.0,0.0,0.0,0.0
2003-05-15,946.3,3407.703,6507.8475,70.02584,0.0,0.0,0.0,0.0,1.755050626840363,0.006380942252472543,0.009845069508466642,0.008315278881627641,-0.015648921008126426,0.0,0.0,0.0,-0.0,0.0
2003-05-16,944.3,3460.2232,6581.2626,69.88969,0.0,0.0,0.0,0.0,1.7530622080631364,-0.00211349466342603,0.01541219994817622,0.011281011117731277,-0.0019442822820833205,-0.0,0.0,0.0,-0.0,0.0
2003-05-19,922.5,3324.6972,6453.9616,69.10743,0.0,0.0,0.0,0.0,1.9708773581093713,-0.02308588372339293,-0.03916683756123007,-0.019342944923668615,-0.011192781081158176,-0.0,-0.0,-0.0,-0.0,-0.0
2003-05-20,919.3,3335.07,6531.8248,69.31711,0.0,0.0,0.0,0.0,1.7401109890053403,-0.0034688346883469112,0.00311992322188015,0.012064403977860794,0.0030341165920944047,-0.0,0.0,0.0,0.0,0.0
2003-05-21,922.1,3298.49055,6446.34475,68.32722,0.0,0.0,0.0,0.0,1.8282050741706501,0.0030457957141303282,-0.010968120609162635,-0.01308670281542157,-0.014280601138737636,0.0,-0.0,-0.0,-0.0,0.0
2003-05-22,930.7,3347.4432,6521.096,68.69513,0.0,0.0,0.0,0.0,1.7039791184026774,0.009326537251924893,0.01484092473752896,0.011595912551837895,0.005384530498972584,0.0,0.0,0.0,0.0,0.0
2003-05-23,932.2,3349.385,6509.1096,70.09146,0.0,0.0,0.0,0.0,1.7345644984108979,0.0016116901257119398,0.000580084525407365,-0.0018380959274330033,0.020326477291767064,0.0,0.0,-0.0,0.0,0.0
2003-05-26,934.8,3368.4222,6509.1096,70.3466,0.0,0.0,0.0,0.0,1.7656803322246954,0.002789101051276388,0.005683789710648313,0.0,0.0036401010907747278,0.0,0.0,0.0,0.0,0.0
2003-05-27,949.5,3412.0315,6560.3182,69.40171,0.0,0.0,0.0,0.0,1.7338332080466499,0.01572528883183577,0.012946506527596213,0.007867220425970434,-0.013431921372177191,0.0,0.0,0.0,-0.0,0.0
